path,true,pred,correct,target_prob,cam_energy_off_leaf_frac,leaf_area_frac,deletion_auc,insertion_auc
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___Cedar_apple_rust/image (81).JPG,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust,1,0.9651552438735962,0.3710423707962036,0.737548828125,0.5222930312156677,0.8666040301322937
plantdoc/PlantDoc-Dataset/train/Apple rust leaf/car1.jpg,Apple___Cedar_apple_rust,Apple___Black_rot,0,0.0036711657885462046,0.05141556262969971,0.9166717529296875,0.008917137049138546,0.1587720662355423
plantdoc/PlantDoc-Dataset/train/Apple rust leaf/cedar-apple-rust_fig-2.jpg,Apple___Cedar_apple_rust,Tomato___Late_blight,0,0.23502236604690552,0.582573652267456,0.3326416015625,0.014397699385881424,0.6391417980194092
plantdoc/PlantDoc-Dataset/train/Apple rust leaf/nPP7P.jpg,Apple___Cedar_apple_rust,Tomato___Late_blight,0,0.0038259183056652546,0.2877041697502136,0.630279541015625,0.0037002768367528915,0.008268265053629875
plantdoc/PlantDoc-Dataset/train/Apple rust leaf/buckinghamshire-speen-garden-detail-cedar-apple-rust-on-apple-underside-f5d3r7.jpg,Apple___Cedar_apple_rust,Tomato___Early_blight,0,0.0010671231430023909,0.28842538595199585,0.680999755859375,0.0012872859369963408,0.0018749911105260253
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1538).JPG,Apple___healthy,Apple___healthy,1,0.9680115580558777,0.11548542976379395,0.841888427734375,0.8258557915687561,0.6754765510559082
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (920).JPG,Apple___healthy,Apple___healthy,1,0.9684920310974121,0.2786727547645569,0.635894775390625,0.794538140296936,0.8048801422119141
plantdoc/PlantDoc-Dataset/train/Apple leaf/appleleaf+trial+007.JPG.jpg,Apple___healthy,"Pepper,_bell___healthy",0,0.0017000536900013685,0.16788625717163086,0.823455810546875,0.0068098995834589005,0.013787456788122654
plantdoc/PlantDoc-Dataset/train/Apple leaf/2017-09-23-07-48-04.jpg,Apple___healthy,"Pepper,_bell___healthy",0,0.006491675041615963,0.1667783260345459,0.7792816162109375,0.005691748112440109,0.08132598549127579
plantdoc/PlantDoc-Dataset/test/Apple leaf/apple-leaf-isolated-white-background-56631026.jpg,Apple___healthy,Corn___healthy,0,0.005431807599961758,0.4426751136779785,0.524810791015625,0.002485815901309252,0.0031524556688964367
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1357).JPG,Apple___healthy,Apple___healthy,1,0.9682266116142273,0.5398127436637878,0.587188720703125,0.863705575466156,0.6291226148605347
plantdoc/PlantDoc-Dataset/train/Apple leaf/depositphotos_30057617-Green-leaf-of-apple-tree.jpg,Apple___healthy,Blueberry___healthy,0,0.022714219987392426,0.020072638988494873,0.9543304443359375,0.009683647193014622,0.10058470815420151
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Apple___healthy/image (1271).JPG,Apple___healthy,Apple___healthy,1,0.9684065580368042,0.30602800846099854,0.7119903564453125,0.897280752658844,0.5626655220985413
plantdoc/PlantDoc-Dataset/train/Blueberry leaf/blueberry-goanp-nps.jpg,Blueberry___healthy,Apple___Apple_scab,0,0.032939016819000244,0.20853722095489502,0.77001953125,0.00929068773984909,0.21498611569404602
plantdoc/PlantDoc-Dataset/train/Blueberry leaf/blueberry-leaf-isolated-white-background-clipping-path-84283705.jpg,Blueberry___healthy,Blueberry___healthy,1,0.9070217609405518,0.007708907127380371,0.9642486572265625,0.3163517415523529,0.6106888651847839
plantdoc/PlantDoc-Dataset/train/Blueberry leaf/BLUEBERRY-BLUE-CROP-LEAF-500x500.jpg,Blueberry___healthy,Cherry___healthy,0,0.0016989188734441996,0.15405869483947754,0.834259033203125,0.005876907147467136,0.0038690606597810984
plantdoc/PlantDoc-Dataset/train/Blueberry leaf/stock-photo-blueberry-heap-with-green-leaves-close-up-macro-isolated-on-white-background-83867578.jpg,Blueberry___healthy,"Pepper,_bell___healthy",0,0.02310119941830635,0.0060370564460754395,0.9924774169921875,0.014020548202097416,0.031264498829841614
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Blueberry___healthy/image (1119).JPG,Blueberry___healthy,Blueberry___healthy,1,0.9685360789299011,0.11021482944488525,0.54388427734375,0.4272305965423584,0.8396143913269043
plantdoc/PlantDoc-Dataset/test/Blueberry leaf/blueberrysilverleaf16-1372b.jpg,Blueberry___healthy,Blueberry___healthy,1,0.965613603591919,0.01988840103149414,0.9426116943359375,0.41635340452194214,0.9048910737037659
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Blueberry___healthy/image (938).JPG,Blueberry___healthy,Blueberry___healthy,1,0.968122124671936,0.1057898998260498,0.9097442626953125,0.8240388035774231,0.7875909209251404
plantdoc/PlantDoc-Dataset/train/Blueberry leaf/P1200699+Vaccinium+alaskaense+Alaska+Blueberry+hairy+leaf+margin+Heather+Meadows.JPG.jpg,Blueberry___healthy,Strawberry___Leaf_scorch,0,0.004826405085623264,0.15175467729568481,0.8231353759765625,0.004454778507351875,0.006396095734089613
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (1007).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9688196182250977,0.3916046619415283,0.6332244873046875,0.9603365063667297,0.9536089301109314
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (299).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9674593806266785,0.5005272030830383,0.7101898193359375,0.9156519770622253,0.9593182802200317
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (726).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9693818688392639,0.12052172422409058,0.8589630126953125,0.8928182721138,0.638076663017273
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (487).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9685280919075012,0.17849040031433105,0.8648834228515625,0.9686879515647888,0.9687485694885254
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (206).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9663954377174377,0.02227729558944702,0.6301727294921875,0.9486629962921143,0.9653939008712769
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (579).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9678809642791748,0.3416074514389038,0.572540283203125,0.7552620768547058,0.8454773426055908
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (545).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9675764441490173,0.43083620071411133,0.571075439453125,0.8231012225151062,0.7331597208976746
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___Powdery_mildew/image (967).JPG,Cherry___Powdery_mildew,Cherry___Powdery_mildew,1,0.9685662388801575,0.42380279302597046,0.496856689453125,0.7816285490989685,0.8887289762496948
plantdoc/PlantDoc-Dataset/train/Cherry leaf/100_4608.jpg,Cherry___healthy,"Pepper,_bell___healthy",0,0.1165253072977066,0.1864490509033203,0.828765869140625,0.011942575685679913,0.10988294333219528
plantdoc/PlantDoc-Dataset/test/Cherry leaf/prunsero_leaf1.jpg,Cherry___healthy,Corn___healthy,0,0.001464843051508069,0.13654667139053345,0.7873077392578125,0.0026027467101812363,0.0016396939754486084
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___healthy/image (250).JPG,Cherry___healthy,Cherry___healthy,1,0.966273307800293,0.46029216051101685,0.7037811279296875,0.8744056224822998,0.5395112037658691
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___healthy/image (180).JPG,Cherry___healthy,Cherry___healthy,1,0.9689920544624329,0.9691994190216064,0.356048583984375,0.8283318281173706,0.37761634588241577
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___healthy/image (474).JPG,Cherry___healthy,Cherry___healthy,1,0.9674623608589172,0.3682437539100647,0.5826873779296875,0.7057114839553833,0.8726930022239685
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___healthy/image (219).JPG,Cherry___healthy,Cherry___healthy,1,0.9682459831237793,0.6406998634338379,0.6323699951171875,0.7432741522789001,0.5503721833229065
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Cherry___healthy/image (500).JPG,Cherry___healthy,Cherry___healthy,1,0.967391312122345,0.9188145399093628,0.53125,0.8032034635543823,0.5141201019287109
plantdoc/PlantDoc-Dataset/train/Cherry leaf/IMG_5892_original.JPG?1500348823.jpg,Cherry___healthy,"Pepper,_bell___healthy",0,0.01739240065217018,0.13152378797531128,0.887054443359375,0.00436411052942276,0.011701465584337711
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/1193.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Northern_Leaf_Blight,0,0.0016437689773738384,0.6085795164108276,0.4344329833984375,0.0818006843328476,0.659400463104248
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/IMG_1359.JPG.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Northern_Leaf_Blight,0,0.10784713923931122,0.33847957849502563,0.670745849609375,0.17801021039485931,0.9210211634635925
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Cercospora_leaf_spot Gray_leaf_spot/image (144).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Cercospora_leaf_spot Gray_leaf_spot,1,0.9673638939857483,0.4294573664665222,0.5655517578125,0.9310681223869324,0.8179460167884827
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Cercospora_leaf_spot Gray_leaf_spot/image (108).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Cercospora_leaf_spot Gray_leaf_spot,1,0.9682678580284119,0.2496734857559204,0.655548095703125,0.4604623019695282,0.5181474089622498
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/GLS-pic-1-1-225x300.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Tomato___Late_blight,0,0.07400766015052795,0.3905452489852905,0.600128173828125,0.009218438528478146,0.07587647438049316
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gray-leaf-spot.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Blueberry___healthy,0,0.007121870759874582,0.02883535623550415,0.905975341796875,0.010933337733149529,0.21218706667423248
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/corn-gray-leaf-spot-f4.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Cercospora_leaf_spot Gray_leaf_spot,1,0.968278706073761,0.29035866260528564,0.87359619140625,0.9671300053596497,0.9673940539360046
plantdoc/PlantDoc-Dataset/train/Corn Gray leaf spot/Close-up-of-GLS.jpg,Corn___Cercospora_leaf_spot Gray_leaf_spot,Corn___Cercospora_leaf_spot Gray_leaf_spot,1,0.9661726951599121,0.1368774175643921,0.8627166748046875,0.9075803160667419,0.8451361656188965
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Common_rust/image (870).JPG,Corn___Common_rust,Corn___Common_rust,1,0.9685198664665222,0.008921623229980469,0.9932403564453125,0.9681240320205688,0.9681844115257263
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Common_rust/image (328).JPG,Corn___Common_rust,Corn___Common_rust,1,0.9684138298034668,0.08646440505981445,0.9656219482421875,0.9176149964332581,0.9231373071670532
plantdoc/PlantDoc-Dataset/train/Corn rust leaf/Figure%201a%20%20early%20symptoms%20S%20rust.jpg,Corn___Common_rust,Corn___Common_rust,1,0.5159133672714233,0.1778753399848938,0.9071044921875,0.11820916086435318,0.15287277102470398
plantdoc/PlantDoc-Dataset/train/Corn rust leaf/sevc.jpg,Corn___Common_rust,Corn___Northern_Leaf_Blight,0,0.006202375050634146,0.6615644693374634,0.4659881591796875,0.0046177334152162075,0.06783798336982727
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Common_rust/image (215).JPG,Corn___Common_rust,Corn___Common_rust,1,0.9698387980461121,0.0016431212425231934,0.9944000244140625,0.9248811602592468,0.7192144393920898
plantdoc/PlantDoc-Dataset/train/Corn rust leaf/southern-rust-als.jpg,Corn___Common_rust,Corn___Cercospora_leaf_spot Gray_leaf_spot,0,0.003580166958272457,0.2132367491722107,0.741729736328125,0.003719350090250373,0.01815095543861389
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Common_rust/image (282).JPG,Corn___Common_rust,Corn___Common_rust,1,0.9678652286529541,0.020417869091033936,0.982025146484375,0.9449853301048279,0.9466652870178223
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Common_rust/image (1113).JPG,Corn___Common_rust,Corn___Common_rust,1,0.9679751396179199,0.00025975704193115234,0.99346923828125,0.9173018336296082,0.9218250513076782
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Northern_Leaf_Blight/image (106).JPG,Corn___Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,1,0.9656797647476196,0.5490149259567261,0.6498565673828125,0.899736225605011,0.8744628429412842
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/Erv-sprayed-4.jpg,Corn___Northern_Leaf_Blight,Corn___healthy,0,0.011423096060752869,0.08470100164413452,0.937225341796875,0.002534471685066819,0.005993168335407972
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/clip_image010.jpg,Corn___Northern_Leaf_Blight,Strawberry___Leaf_scorch,0,0.004558776970952749,0.2492474913597107,0.705291748046875,0.020036853849887848,0.4156774878501892
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/1321189.jpg,Corn___Northern_Leaf_Blight,Corn___Cercospora_leaf_spot Gray_leaf_spot,0,0.0023997346870601177,0.7008727788925171,0.43829345703125,0.004376874305307865,0.029605844989418983
plantdoc/PlantDoc-Dataset/train/Corn leaf blight/186116-325x209-Northern-Corn-Leaf-Blight-Chilvers.jpg,Corn___Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,1,0.9502358436584473,0.4270111322402954,0.6209259033203125,0.25046104192733765,0.7928584218025208
plantdoc/PlantDoc-Dataset/test/Corn leaf blight/07c.jpg,Corn___Northern_Leaf_Blight,Corn___Cercospora_leaf_spot Gray_leaf_spot,0,0.0014445350971072912,0.11394429206848145,0.8240509033203125,0.0018509633373469114,0.0020376010797917843
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Northern_Leaf_Blight/image (841).JPG,Corn___Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,1,0.9710996150970459,0.36980903148651123,0.5082244873046875,0.9063515663146973,0.5121220946311951
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___Northern_Leaf_Blight/image (881).JPG,Corn___Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,1,0.9715216755867004,0.21158909797668457,0.6978302001953125,0.8283469676971436,0.6828266978263855
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (963).jpg,Corn___healthy,Corn___healthy,1,0.9688218832015991,0.8166667222976685,0.3370819091796875,0.9680094718933105,0.9684174060821533
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (560).jpg,Corn___healthy,Corn___healthy,1,0.9689525365829468,0.3550546169281006,0.57342529296875,0.9693254828453064,0.9687272310256958
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (556).jpg,Corn___healthy,Corn___healthy,1,0.968177318572998,0.9174595475196838,0.161651611328125,0.9676396250724792,0.9682295918464661
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (929).jpg,Corn___healthy,Corn___healthy,1,0.9680513143539429,0.5323151350021362,0.3057708740234375,0.9668370485305786,0.9679816365242004
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (86).jpg,Corn___healthy,Corn___healthy,1,0.9684023261070251,0.2464393973350525,0.684234619140625,0.9676531553268433,0.9667946696281433
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (937).jpg,Corn___healthy,Corn___healthy,1,0.9689216613769531,0.7970075607299805,0.1071319580078125,0.9682711362838745,0.9692758917808533
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (96).jpg,Corn___healthy,Corn___healthy,1,0.9686447381973267,0.8955149054527283,0.1139068603515625,0.9677599668502808,0.9685583710670471
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Corn___healthy/image (43).jpg,Corn___healthy,Corn___healthy,1,0.9684388041496277,0.5811915993690491,0.4559326171875,0.9675417542457581,0.9682671427726746
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (1036).JPG,Grape___Black_rot,Grape___Black_rot,1,0.9666658043861389,0.5606893301010132,0.7235107421875,0.7335230708122253,0.6419422626495361
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (929).JPG,Grape___Black_rot,Grape___Black_rot,1,0.9683353900909424,0.34448277950286865,0.651824951171875,0.7879438996315002,0.561191737651825
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (426).JPG,Grape___Black_rot,Grape___Black_rot,1,0.9683526158332825,0.7163103222846985,0.6239013671875,0.858262300491333,0.500874400138855
plantdoc/PlantDoc-Dataset/train/grape leaf black rot/000gb.jpg,Grape___Black_rot,Strawberry___Leaf_scorch,0,0.004651254508644342,0.08264487981796265,0.931884765625,0.002588636474683881,0.0038382660131901503
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (293).JPG,Grape___Black_rot,Grape___Black_rot,1,0.966903805732727,0.3491736650466919,0.7485504150390625,0.8169136047363281,0.8239381909370422
plantdoc/PlantDoc-Dataset/train/grape leaf black rot/Black_Rot_of_Grapes1317.jpg,Grape___Black_rot,Tomato___Septoria_leaf_spot,0,0.050298791378736496,0.15091854333877563,0.65771484375,0.00931085366755724,0.44693419337272644
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (221).JPG,Grape___Black_rot,Grape___Black_rot,1,0.9667259454727173,0.6489162445068359,0.6372528076171875,0.8232274055480957,0.6022780537605286
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Black_rot/image (820).JPG,Grape___Black_rot,Grape___Black_rot,1,0.968009889125824,0.4078552722930908,0.785980224609375,0.7866772413253784,0.5536027550697327
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (319).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9673405289649963,0.642134428024292,0.5431060791015625,0.7491076588630676,0.9078750610351562
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (1052).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9674836993217468,0.22261887788772583,0.776458740234375,0.8579098582267761,0.9083978533744812
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (417).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9670671224594116,0.24221545457839966,0.7495269775390625,0.8844347596168518,0.7959660291671753
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (536).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9674280285835266,0.35635364055633545,0.6753997802734375,0.9130021929740906,0.7255345582962036
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (416).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9674185514450073,0.41391968727111816,0.66107177734375,0.7919555902481079,0.4081088602542877
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (677).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9693360328674316,0.15567493438720703,0.7504730224609375,0.6849108934402466,0.7807120084762573
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (875).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.9675172567367554,0.5570592880249023,0.520294189453125,0.8620828986167908,0.934031069278717
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Esca_(Black_Measles)/image (822).JPG,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),1,0.967941164970398,0.17451035976409912,0.7793426513671875,0.8305424451828003,0.7626430988311768
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (153).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9673072099685669,0.19936233758926392,0.857757568359375,0.6193613409996033,0.7410338521003723
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (923).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9687277674674988,0.2550595998764038,0.883514404296875,0.8177334666252136,0.7285662889480591
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (829).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9679048657417297,0.10714441537857056,0.755462646484375,0.8239198327064514,0.8378186821937561
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (97).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9633072018623352,0.023997128009796143,0.8983612060546875,0.2960573434829712,0.7758170366287231
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (329).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9668638110160828,0.05100512504577637,0.8418121337890625,0.4741614758968353,0.867010772228241
plantvillage/PV_root/Plant_leave_diseases_dataset_without_augmentation/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1033).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1,0.9681786894798279,0.1494523286819458,0.885650634765625,0.9205552339553833,0.881100058555603
